"CompoundID","PathLengthFingerprints"
"Levotofisopam","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000000000000000000000010000000000000100001010000000000000000000101001000000000001001001000000110000000000000000010000101000000001010001100010000100100000100000000000000000010000000100000000000010000000000000000000010000000000000000000000010000001000100000011100100000000110000000001000000001000010000010000000000000000000000100000010000100000000000101000000000000000011010001000000001000000110000000000000000100000101010000000000000000010000000000000100100000100000000001000010001000100000000000001010000000000010010000000100000000000000000000000100100000000011000000000100000010001000011000000000000000000000010000000100000000000000000101000000001011000000100000000101010000000001010000000000000000001001000000000000000000000000100100000000000000100101000000010100001000110010000000100001000000000000000000000010000100000000011000000000000100000000000001100000001000010000000000000100000000000001010001001000100000000001000100000000000000001000000100100000000000000000000011000000100000011000000000100000010000000000001"
"Hydrocortisone_phosphate","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000000000001000000110000010000000110000000000001000000000000000000000000000000000000001000000000010010000000000000000000000010001001000100000000100000000011000000000110000000010001000000001000000000000000100000000000000100100010100001000000000000000000000000000110000000000000101000100100000000000000000000010000000000001000000000000000010100011000010000000001000101000000000000000000000000010000000000000000000000000000000110010001000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000000000010100000000000000000000000000000010000000000100000000010000000000010000000000000001000000000000000000000000001000000000010010000000000000000000000000010100000000000000000101000001001000000000000000000000100001001000000000000000000000000000000000000000000000001001010000000000000000000000000000100100000000000000000000000000000000000000000000000000010000000000000000001000000000001000000001000000001000100000000000000000000000000000000000001000000000000000000000"
"Betamicin","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0100000000000000000000000000000000010010000000000000001000000000000101001000000010000000001001000000000010000000000100000000000001001001000010000000100000001001000000000000000000000000000000001000000000000000000010000001000000000000100000000000000010000010010000001100000010000000000010000000000000000000000000010001000000000000000000000000001000010000000000000000000000000000000000001000000000000000000000000000000000101000000000000000000000000000000000000000010010100000000000000000000000000000000010000000001000000000100000000001000000000110000000000100000010000000001000010000000000000000000010010110000000000000100000000001000000100000000001000000000000000000000000001001000000001010010000000000000000001000001010010000110000000110000000001000000000000000000000000011000000100000000001000000010000001001000000000100010000001000000000000100010001000000000101010000010000100000000010000000000000010010000000100000010100000000000000000000000000000010000000000000000000000001000000001001000000001010000000000001000000010010"
"Ecomustine","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000001000001000000000000000000110000000001000010001001000000000000000000000001000010000001001100000000010000000000000011000000010001001000000000000100000000001000100000000000000000000000010001000000000000000000010000001000000000000100000000000010010001000000000100100000010000000000010000000000000000000000010000001000000000000000000000000000000010000000000000000000100001000000000000000000000000000000000000000000100101100000000000110000000000000000100000000010010000000000000000010000000010000000000000000001000000001100000001001000000000000010000000100000010000000001000000001001000000000000010000010001000000000000000000001000000100000000001000000001000000100000000001000000000001010010000000000000000001010001010000000110000000100000010011000000000001100000001000001000000100000000001100000100000001000000000000100010000001000000000000000010001000000000100010000010010100000001010000000000100100010000000100000000100000000000000000000000000000000000100000000000000000001000000001100000000000010000000001001000000000010"
"Promegestone","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000000000001000000110000000000000010000000000001000000000000000000000000000000000000001000000000010000000000000000010000000010001000000100000000100000000011010000000000000000010000000000000000000000000000000000000000000000100010000000000000000000000000000000000100000000000000101001100000000000000000000000010000000000000000000000000000000100000000000000000000000101000000010000000000000000010000000000000000000000000000000010010001000000000000001000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000001000100000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000010000000001000000000000000000000000000000000000000010000010000000000000101000001001000000000000100010001000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000100100100000000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Eplerenone","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000000000001000000110000001000000010000000000001000000000000000000000000000000000110001000000000000011100000000000000000000010001001000110000000100000000011000000000100000000010000000000001100000000000000101000000000000000100010000001000000000000000000000000000100000000000000101011100000000000000000000000010000000000000000000000000000000100010000000000000000000001000000000000000000000000010100000000000000000000001000000111010001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000100000000000100000010100100000000000000010000000000000010000000000100000000100000000000001010000000000001000000000000000010000000001001000000010010000000010000000000001000010000010000010100000101010001001000000000000000010001000000001000000000000000011000000010001001000000000100000001010000000000000000010000000000100100000000010000100000000000000000000000000000000000010000000000000000000000000100001000000001000000110000000000010000000000000000000000000000000000001000000000000110"
"Atizoram","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000000000000000000001010001000000010000000010000001000000000000000011000010000000000001001000000000010000000100010000000000010001001000000000000100000000001000000000000000000000000100000001000010000000010010000000011000000000000000001000010010010000000000001000100000000000000000010000000000000010000000000000000000000000000000100000000000000010000101000000010000100011000001000000000000000000000000000000000100000101000000000000010000010000001001000000100000100000000001000000001000000010000000001010000000000000100000000000000000000000100000000100100000000001100000100000000000000000000000010000010001000000010000000100001001000000000000000001000000000010100000000101000000000000010000000000000010000001010000000000000000000000100100000010000000000100010000000100000000100110000000100000000100000000000100000000100000000000010000000001010100000010000000100001001010010000010000000000000000000001010001000000000000000000000000000010000001000000001100110000000000000000000000000000000001000000010000100000010000001000000"
"Meropenem","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;1000000000011000000010100100001100010010000000010000001000001000000000000110000000101010001000000100010010000001000111001000000010011001000100101100100000000011001000000001000000010000000010101100000100100000000101110001001111111000000001000000000011000110000001010110010010000000101001100010001010001000000110010110010010000000100000011010010001010010001000000000000101100110000000000001010000010000001000000100000100110000000010100111010000000000000010010000000011000000010000001000110000000110000000100000100000100010010011110010000000100000100000010100100001000101001000000100000001000100000010000010000100001000100000000001000010100000010010110000000000000011100000001000000100001010110011001010101000010000010000001010000100000111000111011101000000001001000000000000000000100000001100010000000000100000000000000000000010011101000000000000000000011000100100000110000010001000001000000010000001000010000010100000000100000011110000000001000010001010101001001000001000000001000000000000100001100111010000011000000001000000"
"Pipecuronium","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000000000000000000000000001000010010000000001000001000000000000000001100000000001000001001000000100010000000000000000000000010001001000110000010100000000011001000000000000000000001000000001000000010000000001000000001000000000000000001000000000000000010000001000100000010000000000010000000000000000100000100010000000010000000000000000000000000010000000000000001000000000100000000000010000000000000000000000000000000101000000000000100000000000000000010000000000000000000010000000000000000000000000000000000000100000000000000010000000000000100000000000100000010101000000000010000000000000000000010000010000000000000000000000001000000000000000000000000000000000010000000001001000000001010010000000000000000001000000010000000000000000100000000000000000000000000000000000010000000100000000000000000000010000000000000000100000000001000000000000000000010010000000100000000010000001000000000000000000000000000000000000000000000000010010000000000001000100001000000000000000000010000000000000000000000000010000000001000000000000010"
"Acarbose","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;1100000000000000000000100000001010010010000001000000001000101000000101000000000010000010001001000000000010000000000111000000100000001001000110000000110010000001000000000100000000010000000000001000000000000000100010000001000000100100100001000000000111000010010001101100000010000000001010000000010000000100100000110000000000000000010000000100001000010010000000000000000000000000000000001000010000010110000000000000000000101000000000000101000110000000000011100000010010000000000000000010000000000000000010000000001011100100100000010011000001000100000000000100000010100000001000000000000000000000000000000110010000000000000000000001000100100000000001000000001000000000000000011001000000001010010000000000000000001000011010010000010000000110000001001000000010000000100000000011000000100000000000010000000000001001000000000100001010001000000000001100001001010000100101011010010000001000000010000000000000000010000000100000010100000010110000001000000000000011010000100000001000000001000010000001000000000010000000000000000000010010"
"Filipin","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000000000001000000100000000000000010000000000001000000000000000001000000000000000000001000000000000010000000000000010000000010001001000110000000100000000011010000000100000000010000000000001000000000000001101000000000000000101000100000000000000001000000011000000100100010000000001011100000000000000000000000010000000000000000000000000000000100010001000000000000000000000000000000001000000000010100000000000010000000001100000100000000000010000000000000000000010000000000000000000000000000000000001010000000000000000000000000000001000000000000000000000100000011000000001000000000000000000000000000000000000100000000000000010000001000000000000000000010000000000010000000001001000000000010000000000000000000001000001000010000010100000101000001001000000001000100000000000000000000000000000000001001000010000001000000000100000000000000000000000000010000000000100100010010010000000000000000000000000000000000000000010001000000000000000000000000001000000001000000100000000000000000000000000000000000000000000000101000000000000010"
"Dihydrocodeine","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0100010000000100010000001010011000010010000000010000001001000000000010001011011000000000001001100101000010000000100110000000000010001001000000001000101000000101101000000000000010011000100000001100110110000011000000100011000000000000000000000010101001000100100001000100000000000000000010000000000000110000100000010000000000000000000100000000000010010000101000000011000000010000001010000000000000100001000000000000101010101000000100000101000011000001000011000100010100100000001000010001000100001000100001010000000000000000000000011000000001000001000000100100000010001100001100000000010011000000000010010110000000000010000000100001001000000000000000011000011000010100000101101000000000010010000000000000010001001000010100100000000000000100100000000000000000101010001010000000000100110000100100000000000000000000100000000100000100001010000000000111100011010000101100000001010001001010000010100000000000001010001000000010010000000010010000010100001000000001100100000000001000000000000010000010001001000010000100000010100101100000"
"Fubrogonium","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0100000100000000000000000000100000001000000000010000001000000100001000000000000000000000001000000010000010000000000000010000000011001000000000000001000000000011000000000000000000000000000000000000000000000100001000000001000000000000010000000000000000100000000001000100000001000000001010000000000000000000000100000001000001001000000000010000000010010010001000000000000000100000000100000000000001000000000000000000000000100000000000000100000000000000000010000000000000100000001000000000000000001100000000000000001000000100100110100000000000001000010000000101100010000000001000001000000000000000000000000010001010000000001000000001100000000000000000000000000000000110110000001000000000000010000000001110000000010000001001000000000000000100001010001000000000100000000000000010000000100000000000010000100010000000010000000000000000001000000000000000000000000000000000000001010000011000000000000000000000000010000000000000000000000000000000000000001000000000000100000000000000000001000000001000000000000010001000001011000010001010"
"Dimethisterone","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000000000001000000110000000000000010000000000001000000000000000000000000000000000000001000000000010010000000000000000000000010001001000100000000100000000011000000000000000000010000000000001000000000000000000000000000000000100010000001000010000000000000000000000101000000000000101000100000000000000000000000010000000000000000000000000000000100010000000000000000000001000000001000000000000000010000000000010000000000000000000010010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000001000000000000100000000001000000000000000000000000000000000000000000010000000001000001000000010000000000000000000000000010000000000000000000101000001001000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000001000000000000000000000000000000000000000000"
"Gefarnate","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000100000000000000000100000000000000000000100000000010000000000000000000000000000000000001000000000000010000000000000000000000010001000000010000000100000000011000000000100000000000000000000000000000000000000101000000000000000000010000000000000000001000000000001000100000000000000001010100000000000010000000000010000000000000000000000000000000000010000000000000000000001010000000000000000000000010000000000000100000000001000000001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000100001010000100000000000100000000000000000000000000001100000000000000000000001010000000000000000000000000000010000000001010000000010010010000000000000000000000100000000000000000000101000001001000000100000000010001000000000000000000000000100000000000000000001000000000000010000000001000000000000000000000100000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000110"
"Bremazocine","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0100000000000000010000001010011000010010000000010000001001000000000000000001010000000000001001000100000010000000000110000000000000001000000000001000100000000001000000000000000010000000100000000000000000000000000000000011110000000000000000000000100001000000000001000100000000000000000000000000000000110000000000000001000000000000000000000000000010000010001000000011000000010000001000000000000000100000000000000000100000100000000000000101000001000000000010000100000100000000001000000001000100001000000001010000000000100000000000010000000000000001000000100000000000000000000100000000010011000000000000000010000000000000000000100001000000000000000000000000010000010100000000001000000000001010010000000000000001000000010100000000000000000100000000000000000000101010001010000000000100110000000100000000000000000000000000000000000100001010000000000001100000010000001100000001000000001000000000100000000000000000001000000010010000000010010000100000000000000000000100000000001000000000000010000000000001000010000100000000000001100000"
"Estrone_sulfate","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0100000000000100000000000010000000010010000000010001000000000000011000000001001000000000001000000100000000000000000010000000000010001000000100000000101000000011000000010000000010001000100000000000100000000000000000000010000000000000000000000000000001000000000001000100000000000000000000100000000000010000000000000000000000100000100100000000000110000000001000000000000000010000101000000000000000100000100000000000101010000000000000000001000000000000000110010000000100000000001000000001000100000000000001010000000000000100000000000000000000000001000000100001000000000000000000000000010000000000000000000001000000000000000000100000000000000000000000000000010000000100001100001000000100000010000010000000001001000000000000000000001000100101000000000000000000101000000010000001000100010010000100101000000000000000000000000000000000000010000000000000100000000000001100000001000000000000000000100000000000000000001000000000000000000010000000000000001000000001000100000000000000000000000010000100000001000000000100000000000100000000"
"Ergocalciferol","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000000000001000000100000000000000010000000000001000000000000000000000000000000000010001000000000000010000000000000010000000000001001000000000000100000000001010000000000000000010000000000001000000000000000100000000000000000100010000000000000000000000000001000000100000000000000001001000000000000000000000000010000000000000000000000000000000000010001000000000000000001000000000000000000000000010000000000000010000000000000000000010000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000010000000001000000000000010000001000000000000000000000000000000000000000100000001001000000000000100000000000000000000000000000000010001000000000000000000001000000000000000000000000000010000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000"
"Sitosterol_alpha1","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000000000001000000100000000000000010000000000000000000000000000000000000000000000010001000000000000010000000000000000000000000001001000000000000100000000001000000000000000000010000000000001000000000000000000000000000000000100010000000000000000000000000000000000100000000000000001000000000000000000000000000010000000000000000000000000000000000010000000000000000000001000000000000000000000000010000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000000100000001001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000"
"Glucametacin","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;1100000010010000000000001010001100010100000000010001001010010000001000001000010001000001101000000000100011000000000110010000000010011101000100001000101010000011000010001100000000000000100000101000010010000001000010000011000111001000100010000010000100000000000001000110100000000000001000100000000000001001010010000001000001001000001000000001000100010010101000000010000100010100001100000000001100000101000010001001101101100100000000010110000000010000000110010101011100100000011000000001000100101000001000010000001000000000000000000010100001000100000000101100000010001001000100000100011000000100000000100110001000000000001100110101000010000000010001100000001000110100000000101000000000101010110000000001000011010000011100011001000001000101100000111100000000101010001000000100001100110000000100010000001000001000111101000011000100101010000000000000100110010000001101000011000011001000000010100100000000001110101000111000001000000010111000000100100001000000100110001011001000000101000000000000001000000110000100000010111001100000"
"Gadoteric_acid","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000000000000000000000000000000000000000000001000001000000000000000000100000000001000000000000000000010000000000000000000000010000000000000000000000000000110000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000100000010000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000001000000000000010000000000000000000000000000001000000000001010010000000000000000000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000"
"Triclobisonium","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000000000000000000000000001000010010000000000000001000000000000000000000000000000000001001000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000001000000000000000000000000000000000010000000000000000010000000000001000000000000000000000001000000000000000000000000000000010000000000000000000000000"
"Ximelagatran","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000000000000000010000000001000010010000001011001001000000000010000000100000000001000001101000010000010000000000000000101000010001001000100000000100000000110000000000000000100000000000000000000001000000000001000000011000100000000010000000000000000000110000001000100000010000000100010100010000000000100000100001100000000000000000000000000000100010010000000000001000100000100000000000010000000100100000000000000001000100001000010000110000010000000000010000000000100001000011000001000000000100100000000000000100101110000001000010000000000000000000000100100000000101000000000000010000000000000000000000010000000001000010000100001000010000000010010000010000000000110000000001000001000011010010000101001000000010000010010001000000000000101100000011000000000101000000000000110000000100000000000000100000001000000000000000000001000001010000000000000100010010000000100000101000010001000000000000000000000000000001000000000000100000010010000000000001001000100000100000100011000000000000001000000000000000110000000001000000000000011"
"Loranil","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;1001001000100000100000000000000000000000000100011000001000000000101000010100000000001000000000100000000010000000000000000000000010001000000000000000000001000000000000100000100010100110000000000001000000000000001000101011000000000100000010000000000100000100000001000100100010001000000100000000000000000000000110000000100001000000100100000001100000010001000000000010000010000100000000000000000000000000000000000000000000100000001000000000000000000000000000000001000000000000111000000000010000001100000000100000100000000000000000000010000000000000000000100101000000000000000100000000000001000000000000000010000000000000000000100001000000100000000000000000000000000100000000001000000000001010010010010000000000100001000000000000000000100100000100000000000000100000000001001000100000100000000000010101000000000000000000110000000000000010000000000000100010011000000000010011000000001100000010001010100000000000101010000000000000000100000000000000000000000000000100000000010000000000000010000000000000010010001000000000000000000000"
"Ponfibrate","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;1000010000000000010000000010000000000000101000010000000000000000000000000100000010000001000000100100000010000000000010010000101010001000001000000000000000000011000000000010010000000000100000000100100000000000001010000010000000000100010000000010010000000000000001000110000010000000000010000000000000000000000000000000001000000001000000000000000000000000001000000100100000000000011000000000000000000000000000000000101000000000000000000000000000000000000100000000010110000000001000000001000000000000010000010000000000000000100000000000000000000010000000100100000000001000001000001000001000000001000010000000000000100000000000100000001100100000000010010000000000000110000000111000000001000010000000000000000000000000100000000010000000000100100000000000000000100000000000100000000000010010000100001000000000000000100010000000010000000010000000000100100000000010010000000001010000001010000000000000000000001000001000000000010000000001000000000000001000000001000100000000000000000000000000000000001000000000001100001000001000000010"
"Ingliforib","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;1000100000000000000000101000001100010000000000010000001000000000000000000000010001000001101100000001100011000000000110010000000010001000000100000000100010000011000001000010010010000000000000000010001000000000001000000011001000000000000010001000000000000000000001000110100000000000001000100010010000100000000010000000001000000010000000000000000000010010000000000011000100000100000100000000010100000100000100001000101100100000000000100111000010100000000110000100010000100000001000001001000000100000000000010000001000100100100000000000011000000101000000100010000000000000001110000000011000000000000000000010000000000000000100100011000000010001001000100010000000010100000000011000001000001010010000001001000010001000010010000000000101000101001000111000000000101010001011110100000000110000000000000000000000000000000000000000001000001010000000000000100001010000000000001011000010001000000000000100000000001110101000000001000100000011110000000100010011000100000101000100011000100001000001000000001001000010001110010000101001000000"
"Amprenavir","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000010010000000000101000001001010000000000010000001000000100000000001000010000000001001000000001000010100000000000000000000010001000000010010000111000000001000000000000110011100000000000000001000010000000001000001011000000000000100000000000010010000000010001000100111010001000001010000001001000000000010010100000000000000000100000100000000010010010000100000010010100010000000000000100000000000000000000000000100000101011010001101111100000000000000010000100010000000100001000000001000000010000000000010000000000100100010000010001010000000111000000110100100001000000011000000100010000000100000000100010000000001100001000100001000100010001000001001000100000010110000010011001000000001010010111001000000000000001010000001000100010101100000001110000100001100010010010100001000000110010000000100000000010000000000000000000000010001010000000000010100001010000000000011001110010011100000000011000000000001000001000000101000100000000010000000000001000000000000100001100001000000000000110100000000001000110000110001000100001000000"
"Taltirelin","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000100010000000100000100011100110000000000010000011001010000000000000100001000001000001001000000000010001000000110000001000010001001100100001000100010100111100000000001000000000000000000000010000000000001010000010001001110000000000010000000000010000000000001101100000010000000100000100000100000001000000100001000000000100001010000000000000010010001000000000000000100001100000000000010000000000001001000000000111000110100100000000110000011000000000010001000010001101000011000010000000000000110000000000001001100100100001000000000000000000100000000000100000000100000101010100000100000000000000000000010001000001000000100000001000000000010010000100000000000010000000000011000010000100000100000000000000000011010010100001000000110000101000010010000000000001000000011100000000000100000000000000000100000000000001100000000011000001000000000000000000000010000000000000001000010001000000000000000100000000000000000000001001101000000011010000100100000001100000100000000001000110000000000000000000000000110000000000000000001010000"
"Clidinium","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0100000000000100000000000000001000000000100000010000001001000000000001000010000000000001001000000000000010000000000100000000000010001000001110000000100000000011001000000010000000000001000000100000000000000101001010000011000000000000000000000000000000000010000001000100100010000000000010000000000000000100000000000000000000000000000000000000000000010010000000000000000001000000000000000000100000000001000000000000100011101000000100000100000000000000000011000000010000000000001000000001000000000000000000010000000001100000000000000000100001001100000000100100000110000000001000000000000000000001000000000010000000000000000000100001000000000000000000000000001000000110000001001000000000001010010000000000000000000000000010010000000000000101000000000000000000100000000000100010000000110000000000011000000010000001000000000000000100001010000000000100100000010000000001010001010000001000000010000000000000000000001000000000000000000010010000000000000000100000000100000000001000000000000010000000000000000010001100001000000000000011"
"Piroheptine","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000000000000000000100000101000010010100000010100001000100000000100000000000000000001001000000100000000010001000000000000000000001000001100000000100010000001000000000000000010000000000000000000000000000000000000000011000000000000000000000000010000000000100001110000000001100000000100000000001000001000100010011001000000000000000000010000000000000000000000000000000000001000100000000001000000110000000000000000101000100000000010000100000000000000000010000010000000000000001000000001000100010000000000010000001000000100000000110000010010000000000000100100000000000000000000000000011000000001000000000010000000000000000000100001100000000000000000000000000000000100001000001010000000000000000100000000000000001000000001000000000000000100000001000000000010101000000010100000000000110100001000001000000000000000000000000000001000001010001000000000100000010001101000010101000000001001000100000000000000000000001000000000000000000000010000001000000000000000000100000000000001000000000000000000000001000010000100000000000000000010"
"Carubicin","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0100000000000100010000000011100000000100100010011000000001100010001000000011001000001001011010000101000010101000000010000000000011001001001110000001100000000011001100000010110010000010100000001000100100000110000010000011000000000000100000100010001111000000010001100100011010100000000010110001001000011000000001000001001000000010100000010011000000010000001000000100000000010000001100000000000101010011000000000001111000101000000100000011000000001000000000000000010110101010001000100011000100000000100011011000001000000010110001000001100001001111000000100100000110000000001000001011010010000001000000000000000100000010111000100101000100100010000001010000001001000100101101001011001000010010010000000100100000001000001010111000010000000111000000100000100000101000000010100001000000110000000101111000100001001001100000000110010100001010100000000000111001001000111100010011010000100000100001100000000000000100001000100010011100000110000000000000010000000000000100010000010000000001011010001001000001010010101110000000100010010011"
"Norfloxacin","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;1001001000000000000000000010100110001100000101011100001011000000001001000100000000001000101000000000100011100010001000000000000010000001000000000000001010000010000000001100100000100000000000000001000000000101000010000011000000000000001010000000001100000001000001000100000000000001000000000000000100000001000110000001000001000000100000100001100000010000000000100010011000000111000100000000100100000000010000001001001000100000000000000000001000000001001000000000000000100000001000000000000011000000000000000001001100100000000000000010000010001000000000110100000000000001000100000100000000000000000000000010000000010001001100100001000000000000000000100000000000000100000000001010000100000011110000000000000010100000000000000001000001010100000001100000000001100001000000100000000000000000000010010100000000001001100101000000000000100000000000000000100010010000000000010011000000000100000000001100111000000101101010100000000000000110000000000100001001000000010100000010000000000001011011000000000000000011001010001011000010000001"
"Tibolone","FingerprintsBitVector;PathLengthBits:AtomicInvariantsAtomTypes:MinLength1:MaxLength8;1024;BinaryString;Ascending;0000000000000001000000100000000000000010000000000001000000000000000000000000000000000000001000000000000010000000000000000000000010001001000100000000100000000011000000000000000000010000000000001000000000000000000000000000000000100010000001000010000000000000000000000100000000000000001000100000000000000000000000010000000000000000000000000001000100010000000000000000000001000000001000000000000000010000000000000000000000000000000100010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000001000000000000100000000001000000000000010000000000000000000000000000000000000001000001000000010000000000000000000000000000000000000000000000101000001001000000000000000010001000000000100000001000000000000000000000000000000000100000000000000000000000000000000000000100100010000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000"
